scene_id,instance_token,distance_ahead,lateral_offset,forward_velocity,side_velocity,vehicle_type,lateral_pos_5s
0,39b6c31c9925492a8a9f1b0ef3b877b6,19.695073408909533,7.086549635165346,-4.103393762680879,0.3333785110214562,truck,-5.80702502069957
0,a1f53dd65da64eb2b0cec51d57b8c047,26.858904147110742,5.057797421549448,-4.096197875942073,0.6374701473687497,truck,-5.785669440603928
0,6efa17d08f464d72bbf5613e7149a5b0,18.819756349714233,3.2222979728949364,-4.341700683441929,-0.07405523679656384,truck,4.14201024660992
0,c8ac146d6cef45bfadbec2f08737c79f,37.904246034003855,7.57814762844687,-4.128618920006843,-0.08684179761671906,truck,3.5241300158325592
0,b3bd430657754a16b32c7674507dba80,25.855191467265865,6.850161440662225,0.0,0.0,truck,4.606480186604549
1,25cce95097a544fc8bd3fb90205a79c8,2.612904760329428,-3.7856376048739473,0.0,0.0,car,-31.788222706802976
1,f81272dbd16345f8b460bf0e69de5a80,22.54093387708285,7.970394027405789,-2.7524745802914246,0.10594129539307813,car,-8.4157482374018
1,1f7d2a48fd9c443b987fb47508c343a2,20.78487292057228,5.86186896818975,-3.0556303419763986,0.12951067181669923,truck,-8.785112846244147
1,1ef7286ee82e46d99e98d6d6d7c1d7ac,26.30185484596829,5.324253270223106,-3.0136161409653925,0.27254928602908723,car,-8.935820537749796
1,71f1c9def75f4e7aa38d6dbd3af975fb,30.681732948449888,4.635331610374315,-3.4848650410489665,0.2953547014319501,car,-8.72442171914446
1,df6a147ff2324d28bf85f2b37a98977d,34.5094372065565,-4.7774073300423066,-4.085860262590038,0.37470068295867,truck,-8.63589822124931
1,4c663ba19176469ca67944f0f0c6c825,25.429061046812045,-7.895036583396333,-7.507821386720655,0.021207299648076106,car,-7.291629674855962
1,dad99cf97ef74819be95dd64a90092c6,34.517743707038356,-6.000352095671585,-12.148124080037062,-0.18120020650716295,truck,-7.318961652963162
2,547c75331f82460d91b3509dd45b7ff0,39.87865882004602,-4.855492509533969,-1.1129910466710609,-0.049521701606523846,car,-5.7693444234159275
3,33ae6abe79c54c169264744932ebb551,34.14109237816403,4.980126829885497,0.0,0.0,car,40.23852802286239
3,a65e08fbee8d4b16aa2d32d59a1538e6,31.21954880439258,-3.420938888454633,-1.0311607977242694,-1.4509578538241534,car,-23.289112580623936
3,f54238bdd48443fcb4a019271dbca2f8,22.475582009032614,3.5959041045019964,-1.8841055994377152,1.2327746837434181,car,34.910966741823685
3,a326c569f4a84999a361a7f1a61af12d,15.581411039369428,-3.267803463266544,-2.1667287785871334,-1.6035023832423243,car,-22.54908053275099
3,c5e055572b08482b8632fb2b64c55c54,36.99371562685627,-4.19377108158718,0.0,0.0,car,-4.819699237032357
3,6feab41a49d74fff99cf0b2f64cdb267,34.91005897830552,-5.6086200304838165,0.0,0.0,car,-4.777940361621647
4,c967bb082dd945bfa993ce4ae9100804,25.157372006983614,-4.357923752042636,0.0,0.0,car,-5.525647554214622
4,4ca1be07174c483ea2555577b9af65eb,9.856010015114588,3.3571722639798978,0.0,0.0,car,2.912097778765876
4,a6018e09bedb45c49d7499f73d2caccf,36.00556711400841,-3.6352174627407106,-11.019366466065566,-0.1832100484829973,car,-8.181800945796164
5,98300b9c4acb4da9a7aecd0084650265,12.616260178524598,3.085272647531382,-3.6554552322521747,-0.07439363826563156,truck,4.032041808742063
6,66617597e93349e998f677582d2e0017,0.9865949676661703,-3.6798784173795416,3.5006368587945866,0.24437639646363182,car,-2.882248441306237
7,773ba516476b4d65ba7c618937c83723,39.6361584778176,-4.684654384526558,-7.581163395285882,0.07991471622943991,truck,-4.500919557503417
7,67c2f6f01d924b79a4ba4140ef600e82,38.837200308342,-3.294081266496483,-7.450947077407924,-0.010238554175479387,car,-13.809428544507167
8,a23c6448f5d045e69965be7d25ebbf02,36.96440347653031,-4.541349400372354,-9.572367296737651,0.07289133095272032,car,-4.312355079288184
8,02819ed37fd2442a9f943e9a14d3fc19,38.02845715770235,-4.512724078594517,0.0,0.0,car,-4.279365408209058
8,d812b0f01ac748a5bda173a6af26d8b4,38.83971663293944,-4.806911107243027,-9.99473992410587,0.0605742749706728,truck,-4.455830687881627
9,fabfd803ac214e3290c6e9d3684f98a4,39.62958168440617,4.280501061030273,-7.599727054584759,0.1221819869410646,car,4.4426738429721935
9,d5c17c0de2d74d4786d6a7316a9e0d06,36.38898216632244,3.9702699175992757,-9.745836507458803,-0.0425533540086799,trailer,4.142318097649327
9,3a022bd3447840b2950f89748690dd8f,35.97452081772022,3.8569128926825145,-10.079576198425194,0.046914002621521574,truck,3.965627118474438
9,70c10b504ce240a593762ea69512d5a3,37.716452513920125,4.324528701291211,-10.356808335189411,0.05622210872426578,truck,5.0537603727076075
10,f076581134024c35a0a45b1a930fcbe4,15.741846293632388,6.484220336188915,-2.8487403117051304,0.15511401099925773,truck,3.311094831701918
10,1e33e49bbc8a4f368892118eb603166f,33.32525086464031,7.164742438862775,3.04554652015791,2.2415016902034424,car,1.0512423427437978
10,8d13c51c14d94ebfbeaff26a611f284a,24.069964445901693,7.356205760076835,-2.301766563064878,0.05398206869176055,truck,3.5778226655821723
10,8a557d57675e48eb801633e3e327d939,39.08204738354115,7.297276787933799,-2.4069622021960475,-0.049355315649667,truck,-3.56099405284611
10,eed5e2e84e364f5d9e86059147a7355a,38.28238304026774,3.8046986655219994,-4.459186120454165,0.037894200725610006,truck,3.4877480041886044
10,7d64ed1495ef4078ba29f76396c1bd3a,39.776747345428646,4.4860187700409275,-5.261036948564065,-0.183541495634719,truck,4.1478506494146306
10,5e6c04f64aae4adc8f1d8141b655b589,32.54365181794889,3.2190430285265643,-4.386114504362832,0.04618485772416869,car,3.278267377114048
11,9e652311c8114b5fab3b58b96346b095,38.4137116405621,-5.923130385197391,-8.36639762751745,0.1861155996342036,car,-9.494435437416252
11,bf4d6d164882468197b9a93fa480262c,39.42800314354322,-6.692527085859557,-8.620190453407858,0.3988624664257251,car,-9.05000879690077
15,531c02c5fd8944cdbdae6adf9977e58d,36.46373935719003,3.7261455580880187,-6.289895493215692,-0.08814181916503175,car,5.42391559674695
16,75f5c1e797fc45e89092e5dcdeec78ae,37.86456577561394,-6.470254743234807,-7.289518951487387,-0.06797457607681232,car,-6.3831937675556585
16,2e1e0a72dce349d1af7272bac6ada294,24.281468196761445,-7.956829730165269,-7.2323746550425,0.05365674192614013,car,-8.245002634999377
16,f3d87d71372244929c866e9cfed5a7fd,37.02086702295546,-5.249519056751389,-10.299501298346124,3.2154151038440246,car,9.784785983961207
16,3899fc6d7c6747b4b6a05644545f0ab5,32.04253893518901,4.584052108014514,-6.379962742185924,4.693032355509489,car,36.99288650464163
17,7e07b88b6529498883eef8e316bbd79a,24.70391019282362,-5.966477526341157,0.0,0.0,car,-13.305996007719873
17,fe03ef905d584c4889ac7126803fbc58,31.560697120104475,6.66748017388986,0.0,0.0,car,-4.955772069512904
17,acd28782dbfe4d499567b3248c867766,35.03793499022872,6.101293166505299,-4.846115658139584,-2.8190294207140187,car,-10.858685494583193
17,973eb2c71969464e999e66da8cb13adc,32.47794094294409,7.670448937293387,-2.6855403105197513,0.03956661473493195,car,-4.3740088562761885
17,be2887d4ce794067bd7b8c40b29439cb,18.960614399494293,-6.724912883198689,0.0,0.0,car,-12.328136867507821
17,c8bce454e5324cfdae092e03be1b2e99,22.439072197029304,7.838348982412922,-2.2425918329745556,0.03356735679470566,truck,-3.875822271861505
17,43a56a77b0554048b4ed99fd2dc12553,25.694217883633968,6.986365554887461,-2.7105961047762093,0.2608203560780126,truck,-4.397835274027871
18,b976dcfea01a44cbbd4b531e7299e808,31.295003628671978,-4.7676494525777,-9.048563806246676,-0.4245611066333392,car,-10.347961507957997
18,b1b479feb92c4c379ee090b36ac71094,27.698670155545834,-7.791411988592142,-6.697203821317703,0.88061659282179,car,-6.740512938983498
19,35089bba17e74327ba86ce1541031caa,23.775277195343183,-7.831874969477659,-2.702995348759401,-0.02136198424249963,car,9.156869017458138
19,ea2fb0bdf19b42ccb807eab6ef40f443,28.333687297533405,5.626162385570109,-4.612479543890021,-1.6208015820978612,car,6.500037524371793
20,6ef85d28c25f4e848f7612eef270ed2e,39.74465686435536,-3.6730357825784585,-1.7191721075718465,0.06263415722075277,truck,23.32014847344446
22,46d5f615d1c348baace805769dc3724b,10.640087540814209,3.183022527631335,0.0,0.0,car,1.8367905917747176
24,ab71f0c3f2c444a4b6b41180cae9a7ff,16.648191887532036,7.643322120312955,-1.9656072677344651,-4.108715600778626,car,-11.156022916325465
25,cdbe22c7e3ca471f95af977f950c623f,21.960055512065153,3.614012419741214,0.0,0.0,car,3.372717979360278
25,d16975f8ff2543f3830974a0fa192455,34.94658604697127,-4.917742714956762,0.0,0.0,car,-6.622524656682275
25,b3aed680542247009e9bb3dcd5596221,12.015376937195606,3.05444633743148,-4.026976586988459,-0.05220223116448323,car,2.9595538298600714
26,28f76bb58d124d969283d5c7db5c8279,34.000714051678095,6.775039258883918,-5.902298304652733,-0.3210011416268681,car,9.937904024725793
27,7ad3064db5ef45fa901f467ab828409e,9.990379320755594,3.287955222741427,-3.765948078938,-0.05714900141164021,car,4.095934622275204
28,6c245e7d868c4be5a9c23c816701b103,0.09781854800220802,-3.5032044200107753,0.983763246555364,0.008954464624180664,car,-3.5151024921163687
30,4bbb3395c9e5460fbcbe5900bbe5055f,36.59034822938349,-3.9902248943694167,-7.3033651179164485,-0.027784322380752922,car,11.013983960348806
30,c98a61c388054ccd8a020b521cae6875,26.149169178213633,-6.533610411585641,-6.087920436666202,-0.28180870490506993,truck,4.437096622029046
30,8e09aa229e504e01bd43f34426b55968,8.318448344549719,3.8865282328541664,-5.916798091614139,-0.3315457676628466,truck,-12.432778063372815
33,f6230e7db7264841ab11627cb5229f43,27.262601213402966,7.810379772667333,-9.805123947857789,0.17386418661935898,car,6.294255388748918
